"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2011"	"2011"	"37 years"	"37"	5281	3833451	137.8
	"2011"	"2011"	"38 years"	"38"	5847	3898503	150.0
	"2011"	"2011"	"39 years"	"39"	6510	4081736	159.5
	"2011"	"2011"	"40 years"	"40"	7453	4323778	172.4
	"2011"	"2011"	"41 years"	"41"	7816	4384253	178.3
	"2011"	"2011"	"42 years"	"42"	8441	4159664	202.9
	"2011"	"2011"	"43 years"	"43"	8991	4078100	220.5
	"2011"	"2011"	"44 years"	"44"	9714	4087850	237.6
	"2011"	"2011"	"45 years"	"45"	11059	4170798	265.2
	"2011"	"2011"	"46 years"	"46"	12734	4428601	287.5
	"2011"	"2011"	"47 years"	"47"	14488	4517819	320.7
	"2011"	"2011"	"48 years"	"48"	15866	4521355	350.9
	"2011"	"2011"	"49 years"	"49"	17527	4519432	387.8
	"2011"	"2011"	"50 years"	"50"	19331	4581833	421.9
	"2011"	"2011"	"51 years"	"51"	20743	4626453	448.4
	"2011"	"2011"	"52 years"	"52"	22408	4478180	500.4
	"2011"	"2011"	"53 years"	"53"	23696	4458125	531.5
	"2011"	"2011"	"54 years"	"54"	25395	4415607	575.1
	"2011"	"2011"	"55 years"	"55"	26577	4263989	623.3
	"2011"	"2011"	"56 years"	"56"	27949	4232520	660.3
	"2011"	"2011"	"57 years"	"57"	29099	4066089	715.7
	"2011"	"2011"	"58 years"	"58"	29725	3918566	758.6
	"2011"	"2011"	"59 years"	"59"	30922	3774384	819.3
	"2011"	"2011"	"60 years"	"60"	31999	3664521	873.2
	"2011"	"2011"	"61 years"	"61"	32922	3584377	918.5
	"2011"	"2011"	"62 years"	"62"	34963	3487302	1002.6
	"2011"	"2011"	"63 years"	"63"	37844	3459297	1094.0
	"2011"	"2011"	"64 years"	"64"	41315	3611095	1144.1
	"2011"	"2011"	"65 years"	"65"	34544	2672909	1292.4
	"2011"	"2011"	"66 years"	"66"	35741	2643148	1352.2
	"2011"	"2011"	"67 years"	"67"	38966	2584544	1507.7
	"2011"	"2011"	"68 years"	"68"	42848	2652309	1615.5
	"2011"	"2011"	"69 years"	"69"	41376	2320878	1782.8
	"2011"	"2011"	"70 years"	"70"	41773	2129501	1961.6
	"2011"	"2011"	"71 years"	"71"	42217	2022340	2087.5
	"2011"	"2011"	"72 years"	"72"	44239	1911624	2314.2
	"2011"	"2011"	"73 years"	"73"	46254	1839285	2514.8
	"2011"	"2011"	"74 years"	"74"	47094	1705200	2761.8
	"2011"	"2011"	"75 years"	"75"	49648	1638322	3030.4
	"2011"	"2011"	"76 years"	"76"	52770	1580914	3337.9
	"2011"	"2011"	"77 years"	"77"	53114	1430790	3712.2
	"2011"	"2011"	"78 years"	"78"	56561	1394574	4055.8
	"2011"	"2011"	"79 years"	"79"	60183	1344087	4477.6
	"2011"	"2011"	"80 years"	"80"	64593	1293211	4994.8
	"2011"	"2011"	"81 years"	"81"	68673	1253347	5479.2
	"2011"	"2011"	"82 years"	"82"	70496	1145240	6155.6
	"2011"	"2011"	"83 years"	"83"	74190	1087100	6824.6
	"2011"	"2011"	"84 years"	"84"	75997	1007645	7542.0
	"2011"	"2011"	"85 years"	"85"	77207	Not Applicable	Not Applicable
	"2011"	"2011"	"86 years"	"86"	78410	Not Applicable	Not Applicable
	"2011"	"2011"	"87 years"	"87"	78279	Not Applicable	Not Applicable
	"2011"	"2011"	"88 years"	"88"	75417	Not Applicable	Not Applicable
	"2011"	"2011"	"89 years"	"89"	74599	Not Applicable	Not Applicable
	"2011"	"2011"	"90 years"	"90"	69991	Not Applicable	Not Applicable
	"2011"	"2011"	"91 years"	"91"	62791	Not Applicable	Not Applicable
	"2011"	"2011"	"92 years"	"92"	53805	Not Applicable	Not Applicable
	"2011"	"2011"	"93 years"	"93"	47733	Not Applicable	Not Applicable
	"2011"	"2011"	"94 years"	"94"	39893	Not Applicable	Not Applicable
	"2011"	"2011"	"95 years"	"95"	33411	Not Applicable	Not Applicable
	"2011"	"2011"	"96 years"	"96"	27333	Not Applicable	Not Applicable
	"2011"	"2011"	"97 years"	"97"	21417	Not Applicable	Not Applicable
	"2011"	"2011"	"98 years"	"98"	15858	Not Applicable	Not Applicable
	"2011"	"2011"	"99 years"	"99"	11591	Not Applicable	Not Applicable
	"2011"	"2011"	"100+ years"	"100"	22810	Not Applicable	Not Applicable
	"2011"	"2011"	"Not Stated"	"NS"	134	Not Applicable	Not Applicable
	"2012"	"2012"	"< 1 year"	"0"	23629	3943077	599.3
	"2012"	"2012"	"1 year"	"1"	1627	3981523	40.9
	"2012"	"2012"	"2 years"	"2"	1079	3979957	27.1
	"2012"	"2012"	"3 years"	"3"	820	3982440	20.6
	"2012"	"2012"	"4 years"	"4"	692	4112347	16.8
	"2012"	"2012"	"5 years"	"5"	547	4132747	13.2
	"2012"	"2012"	"6 years"	"6"	446	4098714	10.9
	"2012"	"2012"	"7 years"	"7"	461	4085964	11.3
	"2012"	"2012"	"8 years"	"8"	427	4094174	10.4
	"2012"	"2012"	"9 years"	"9"	453	4063937	11.1
	"2012"	"2012"	"10 years"	"10"	440	4045719	10.9
	"2012"	"2012"	"11 years"	"11"	471	4145034	11.4
	"2012"	"2012"	"12 years"	"12"	510	4206939	12.1
	"2012"	"2012"	"13 years"	"13"	622	4136252	15.0
	"2012"	"2012"	"14 years"	"14"	823	4135274	19.9
	"2012"	"2012"	"15 years"	"15"	1088	4144014	26.3
	"2012"	"2012"	"16 years"	"16"	1459	4174274	35.0
	"2012"	"2012"	"17 years"	"17"	1839	4265702	43.1
	"2012"	"2012"	"18 years"	"18"	2672	4354017	61.4
	"2012"	"2012"	"19 years"	"19"	3016	4422695	68.2
	"2012"	"2012"	"20 years"	"20"	3409	4543774	75.0
	"2012"	"2012"	"21 years"	"21"	3795	4627509	82.0
	"2012"	"2012"	"22 years"	"22"	4095	4623739	88.6
	"2012"	"2012"	"23 years"	"23"	3839	4443539	86.4
	"2012"	"2012"	"24 years"	"24"	3970	4344642	91.4
	"2012"	"2012"	"25 years"	"25"	3957	4275138	92.6
	"2012"	"2012"	"26 years"	"26"	4127	4298788	96.0
	"2012"	"2012"	"27 years"	"27"	4115	4339574	94.8
	"2012"	"2012"	"28 years"	"28"	4284	4206614	101.8
	"2012"	"2012"	"29 years"	"29"	4509	4278212	105.4
	"2012"	"2012"	"30 years"	"30"	4586	4283410	107.1
	"2012"	"2012"	"31 years"	"31"	4694	4242178	110.7
	"2012"	"2012"	"32 years"	"32"	4666	4332058	107.7
	"2012"	"2012"	"33 years"	"33"	4828	4065562	118.8
	"2012"	"2012"	"34 years"	"34"	4825	3987787	121.0
	"2012"	"2012"	"35 years"	"35"	5011	3950567	126.8
	"2012"	"2012"	"36 years"	"36"	5172	3836469	134.8
	"2012"	"2012"	"37 years"	"37"	5404	3959492	136.5
	"2012"	"2012"	"38 years"	"38"	5622	3839004	146.4
	"2012"	"2012"	"39 years"	"39"	6163	3902667	157.9
	"2012"	"2012"	"40 years"	"40"	7009	4084481	171.6
	"2012"	"2012"	"41 years"	"41"	7924	4324963	183.2
	"2012"	"2012"	"42 years"	"42"	8437	4384022	192.4
	"2012"	"2012"	"43 years"	"43"	8906	4158551	214.2
	"2012"	"2012"	"44 years"	"44"	9514	4076204	233.4
	"2012"	"2012"	"45 years"	"45"	10436	4084512	255.5
	"2012"	"2012"	"46 years"	"46"	11833	4165735	284.1
	"2012"	"2012"	"47 years"	"47"	13724	4421347	310.4
	"2012"	"2012"	"48 years"	"48"	15563	4508318	345.2
	"2012"	"2012"	"49 years"	"49"	16923	4509567	375.3
	"2012"	"2012"	"50 years"	"50"	18901	4505608	419.5
	"2012"	"2012"	"51 years"	"51"	20891	4566251	457.5
	"2012"	"2012"	"52 years"	"52"	22318	4609523	484.2
	"2012"	"2012"	"53 years"	"53"	23538	4459925	527.8
	"2012"	"2012"	"54 years"	"54"	25336	4437952	570.9
	"2012"	"2012"	"55 years"	"55"	27447	4393250	624.8
	"2012"	"2012"	"56 years"	"56"	28607	4240395	674.6
	"2012"	"2012"	"57 years"	"57"	29739	4207605	706.8
	"2012"	"2012"	"58 years"	"58"	31089	4040118	769.5
	"2012"	"2012"	"59 years"	"59"	32096	3891149	824.8
	"2012"	"2012"	"60 years"	"60"	33235	3745489	887.3
	"2012"	"2012"	"61 years"	"61"	34291	3635456	943.2
	"2012"	"2012"	"62 years"	"62"	35562	3554439	1000.5
	"2012"	"2012"	"63 years"	"63"	37540	3454687	1086.6
	"2012"	"2012"	"64 years"	"64"	40000	3423614	1168.4
	"2012"	"2012"	"65 years"	"65"	43332	3570839	1213.5
	"2012"	"2012"	"66 years"	"66"	36941	2640984	1398.8
	"2012"	"2012"	"67 years"	"67"	38210	2609069	1464.5
	"2012"	"2012"	"68 years"	"68"	41710	2546946	1637.6
	"2012"	"2012"	"69 years"	"69"	45297	2609515	1735.8
	"2012"	"2012"	"70 years"	"70"	43873	2279580	1924.6
	"2012"	"2012"	"71 years"	"71"	43899	2088076	2102.4
	"2012"	"2012"	"72 years"	"72"	44604	1979898	2252.8
	"2012"	"2012"	"73 years"	"73"	46022	1867571	2464.3
	"2012"	"2012"	"74 years"	"74"	48458	1792914	2702.8
	"2012"	"2012"	"75 years"	"75"	49471	1657855	2984.0
	"2012"	"2012"	"76 years"	"76"	52228	1588005	3288.9
	"2012"	"2012"	"77 years"	"77"	55335	1527795	3621.9
	"2012"	"2012"	"78 years"	"78"	55289	1377972	4012.3
	"2012"	"2012"	"79 years"	"79"	59613	1337956	4455.5
	"2012"	"2012"	"80 years"	"80"	63071	1283660	4913.4
	"2012"	"2012"	"81 years"	"81"	66712	1228420	5430.7
	"2012"	"2012"	"82 years"	"82"	70743	1184179	5974.0
	"2012"	"2012"	"83 years"	"83"	72321	1074693	6729.5
	"2012"	"2012"	"84 years"	"84"	75645	1012099	7474.1
	"2012"	"2012"	"85 years"	"85"	77107	Not Applicable	Not Applicable
	"2012"	"2012"	"86 years"	"86"	77501	Not Applicable	Not Applicable
	"2012"	"2012"	"87 years"	"87"	78394	Not Applicable	Not Applicable
	"2012"	"2012"	"88 years"	"88"	77411	Not Applicable	Not Applicable
	"2012"	"2012"	"89 years"	"89"	73849	Not Applicable	Not Applicable
	"2012"	"2012"	"90 years"	"90"	71900	Not Applicable	Not Applicable
	"2012"	"2012"	"91 years"	"91"	65335	Not Applicable	Not Applicable
	"2012"	"2012"	"92 years"	"92"	57024	Not Applicable	Not Applicable
	"2012"	"2012"	"93 years"	"93"	47598	Not Applicable	Not Applicable
	"2012"	"2012"	"94 years"	"94"	42416	Not Applicable	Not Applicable
	"2012"	"2012"	"95 years"	"95"	34396	Not Applicable	Not Applicable
	"2012"	"2012"	"96 years"	"96"	27640	Not Applicable	Not Applicable
	"2012"	"2012"	"97 years"	"97"	22038	Not Applicable	Not Applicable
	"2012"	"2012"	"98 years"	"98"	16723	Not Applicable	Not Applicable
	"2012"	"2012"	"99 years"	"99"	12012	Not Applicable	Not Applicable
	"2012"	"2012"	"100+ years"	"100"	23963	Not Applicable	Not Applicable
	"2012"	"2012"	"Not Stated"	"NS"	147	Not Applicable	Not Applicable
	"2013"	"2013"	"< 1 year"	"0"	23440	3941783	594.7
	"2013"	"2013"	"1 year"	"1"	1657	3955942	41.9
	"2013"	"2013"	"2 years"	"2"	1015	3989135	25.4
	"2013"	"2013"	"3 years"	"3"	751	3989538	18.8
	"2013"	"2013"	"4 years"	"4"	645	3991690	16.2
	"2013"	"2013"	"5 years"	"5"	565	4121797	13.7
	"2013"	"2013"	"6 years"	"6"	501	4142191	12.1
	"2013"	"2013"	"7 years"	"7"	442	4108053	10.8
	"2013"	"2013"	"8 years"	"8"	455	4095205	11.1
	"2013"	"2013"	"9 years"	"9"	464	4103335	11.3
	"2013"	"2013"	"10 years"	"10"	426	4073258	10.5
	"2013"	"2013"	"11 years"	"11"	457	4055918	11.3
	"2013"	"2013"	"12 years"	"12"	556	4155875	13.4
	"2013"	"2013"	"13 years"	"13"	674	4217964	16.0
	"2013"	"2013"	"14 years"	"14"	800	4147439	19.3
	"2013"	"2013"	"15 years"	"15"	1046	4147445	25.2
	"2013"	"2013"	"16 years"	"16"	1353	4158116	32.5
	"2013"	"2013"	"17 years"	"17"	1840	4191188	43.9
	"2013"	"2013"	"18 years"	"18"	2384	4285609	55.6
	"2013"	"2013"	"19 years"	"19"	2857	4376606	65.3
	"2013"	"2013"	"20 years"	"20"	3272	4445721	73.6
	"2013"	"2013"	"21 years"	"21"	3681	4568663	80.6
	"2013"	"2013"	"22 years"	"22"	3909	4655731	84.0
	"2013"	"2013"	"23 years"	"23"	4092	4652806	87.9
	"2013"	"2013"	"24 years"	"24"	4052	4472517	90.6
	"2013"	"2013"	"25 years"	"25"	3963	4372201	90.6
	"2013"	"2013"	"26 years"	"26"	4156	4300520	96.6
	"2013"	"2013"	"27 years"	"27"	4290	4322247	99.3
	"2013"	"2013"	"28 years"	"28"	4293	4360245	98.5
	"2013"	"2013"	"29 years"	"29"	4354	4224985	103.1
	"2013"	"2013"	"30 years"	"30"	4607	4294831	107.3
	"2013"	"2013"	"31 years"	"31"	4723	4297330	109.9
	"2013"	"2013"	"32 years"	"32"	4822	4254331	113.3
	"2013"	"2013"	"33 years"	"33"	5064	4342738	116.6
	"2013"	"2013"	"34 years"	"34"	5191	4075159	127.4
	"2013"	"2013"	"35 years"	"35"	5261	3996723	131.6
	"2013"	"2013"	"36 years"	"36"	5279	3957642	133.4
	"2013"	"2013"	"37 years"	"37"	5442	3842679	141.6
	"2013"	"2013"	"38 years"	"38"	5739	3964301	144.8
	"2013"	"2013"	"39 years"	"39"	6100	3842425	158.8
	"2013"	"2013"	"40 years"	"40"	6742	3904767	172.7
	"2013"	"2013"	"41 years"	"41"	7454	4084927	182.5
	"2013"	"2013"	"42 years"	"42"	8666	4323573	200.4
	"2013"	"2013"	"43 years"	"43"	9219	4380926	210.4
	"2013"	"2013"	"44 years"	"44"	9671	4154727	232.8
	"2013"	"2013"	"45 years"	"45"	10346	4070408	254.2
	"2013"	"2013"	"46 years"	"46"	11586	4076903	284.2
	"2013"	"2013"	"47 years"	"47"	13111	4156273	315.5
	"2013"	"2013"	"48 years"	"48"	14808	4409800	335.8
	"2013"	"2013"	"49 years"	"49"	16982	4494922	377.8
	"2013"	"2013"	"50 years"	"50"	18589	4494482	413.6
	"2013"	"2013"	"51 years"	"51"	20534	4489236	457.4
	"2013"	"2013"	"52 years"	"52"	22221	4547907	488.6
	"2013"	"2013"	"53 years"	"53"	23975	4589261	522.4
	"2013"	"2013"	"54 years"	"54"	25572	4438340	576.2
	"2013"	"2013"	"55 years"	"55"	27573	4415162	624.5
	"2013"	"2013"	"56 years"	"56"	29471	4369543	674.5
	"2013"	"2013"	"57 years"	"57"	30563	4215577	725.0
	"2013"	"2013"	"58 years"	"58"	32235	4181408	770.9
	"2013"	"2013"	"59 years"	"59"	33139	4012740	825.8
	"2013"	"2013"	"60 years"	"60"	34448	3862796	891.8
	"2013"	"2013"	"61 years"	"61"	35541	3715993	956.4
	"2013"	"2013"	"62 years"	"62"	36704	3603520	1018.6
	"2013"	"2013"	"63 years"	"63"	38167	3519231	1084.5
	"2013"	"2013"	"64 years"	"64"	40286	3420461	1177.8
	"2013"	"2013"	"65 years"	"65"	42834	3391067	1263.1
	"2013"	"2013"	"66 years"	"66"	46718	3534440	1321.8
	"2013"	"2013"	"67 years"	"67"	39259	2604610	1507.3
	"2013"	"2013"	"68 years"	"68"	40999	2569911	1595.3
	"2013"	"2013"	"69 years"	"69"	44699	2508689	1781.8
	"2013"	"2013"	"70 years"	"70"	48719	2569502	1896.0
	"2013"	"2013"	"71 years"	"71"	47166	2238499	2107.0
	"2013"	"2013"	"72 years"	"72"	46689	2044846	2283.3
	"2013"	"2013"	"73 years"	"73"	47625	1934570	2461.8
	"2013"	"2013"	"74 years"	"74"	49721	1820632	2731.0
	"2013"	"2013"	"75 years"	"75"	51510	1743415	2954.5
	"2013"	"2013"	"76 years"	"76"	52797	1607329	3284.8
	"2013"	"2013"	"77 years"	"77"	55857	1534778	3639.4
	"2013"	"2013"	"78 years"	"78"	58553	1471162	3980.1
	"2013"	"2013"	"79 years"	"79"	58597	1321197	4435.1
	"2013"	"2013"	"80 years"	"80"	62727	1277377	4910.6
	"2013"	"2013"	"81 years"	"81"	66288	1219160	5437.2
	"2013"	"2013"	"82 years"	"82"	70458	1160321	6072.3
	"2013"	"2013"	"83 years"	"83"	73284	1111120	6595.5
	"2013"	"2013"	"84 years"	"84"	74942	1000660	7489.3
	"2013"	"2013"	"85 years"	"85"	77990	Not Applicable	Not Applicable
	"2013"	"2013"	"86 years"	"86"	78487	Not Applicable	Not Applicable
	"2013"	"2013"	"87 years"	"87"	78724	Not Applicable	Not Applicable
	"2013"	"2013"	"88 years"	"88"	78244	Not Applicable	Not Applicable
	"2013"	"2013"	"89 years"	"89"	75813	Not Applicable	Not Applicable
	"2013"	"2013"	"90 years"	"90"	71379	Not Applicable	Not Applicable
	"2013"	"2013"	"91 years"	"91"	67102	Not Applicable	Not Applicable
	"2013"	"2013"	"92 years"	"92"	60918	Not Applicable	Not Applicable
	"2013"	"2013"	"93 years"	"93"	52360	Not Applicable	Not Applicable
	"2013"	"2013"	"94 years"	"94"	42428	Not Applicable	Not Applicable
	"2013"	"2013"	"95 years"	"95"	36053	Not Applicable	Not Applicable
	"2013"	"2013"	"96 years"	"96"	28479	Not Applicable	Not Applicable
	"2013"	"2013"	"97 years"	"97"	22371	Not Applicable	Not Applicable
	"2013"	"2013"	"98 years"	"98"	17439	Not Applicable	Not Applicable
	"2013"	"2013"	"99 years"	"99"	12422	Not Applicable	Not Applicable
	"2013"	"2013"	"100+ years"	"100"	24989	Not Applicable	Not Applicable
	"2013"	"2013"	"Not Stated"	"NS"	132	Not Applicable	Not Applicable
	"2014"	"2014"	"< 1 year"	"0"	23215	3948350	588.0
	"2014"	"2014"	"1 year"	"1"	1456	3962123	36.7
	"2014"	"2014"	"2 years"	"2"	991	3957772	25.0
	"2014"	"2014"	"3 years"	"3"	741	4005190	18.5
	"2014"	"2014"	"4 years"	"4"	642	4003448	16.0
	"2014"	"2014"	"5 years"	"5"	533	4004858	13.3
	"2014"	"2014"	"6 years"	"6"	473	4134352	11.4
	"2014"	"2014"	"7 years"	"7"	461	4154000	11.1
	"2014"	"2014"	"8 years"	"8"	442	4119524	10.7
	"2014"	"2014"	"9 years"	"9"	448	4106832	10.9
	"2014"	"2014"	"10 years"	"10"	421	4115254	10.2
	"2014"	"2014"	"11 years"	"11"	468	4085636	11.5
	"2014"	"2014"	"12 years"	"12"	532	4068790	13.1
	"2014"	"2014"	"13 years"	"13"	680	4169346	16.3
	"2014"	"2014"	"14 years"	"14"	792	4232480	18.7
	"2014"	"2014"	"15 years"	"15"	1021	4163723	24.5
	"2014"	"2014"	"16 years"	"16"	1434	4167234	34.4
	"2014"	"2014"	"17 years"	"17"	1802	4184706	43.1
	"2014"	"2014"	"18 years"	"18"	2445	4225590	57.9
	"2014"	"2014"	"19 years"	"19"	2884	4326394	66.7
	"2014"	"2014"	"20 years"	"20"	3189	4418887	72.2
	"2014"	"2014"	"21 years"	"21"	3697	4489746	82.3
	"2014"	"2014"	"22 years"	"22"	4026	4612322	87.3
	"2014"	"2014"	"23 years"	"23"	4070	4698584	86.6
	"2014"	"2014"	"24 years"	"24"	4223	4692635	90.0
	"2014"	"2014"	"25 years"	"25"	4251	4509594	94.3
	"2014"	"2014"	"26 years"	"26"	4341	4406472	98.5
	"2014"	"2014"	"27 years"	"27"	4235	4332545	97.7
	"2014"	"2014"	"28 years"	"28"	4477	4351851	102.9
	"2014"	"2014"	"29 years"	"29"	4621	4387476	105.3
	"2014"	"2014"	"30 years"	"30"	4520	4250780	106.3
	"2014"	"2014"	"31 years"	"31"	4941	4318706	114.4
	"2014"	"2014"	"32 years"	"32"	5019	4320072	116.2
	"2014"	"2014"	"33 years"	"33"	5220	4276113	122.1
	"2014"	"2014"	"34 years"	"34"	5552	4362895	127.3
	"2014"	"2014"	"35 years"	"35"	5619	4094039	137.2
	"2014"	"2014"	"36 years"	"36"	5636	4014413	140.4
	"2014"	"2014"	"37 years"	"37"	5844	3974190	147.0
	"2014"	"2014"	"38 years"	"38"	5883	3859181	152.4
	"2014"	"2014"	"39 years"	"39"	6343	3979827	159.4
	"2014"	"2014"	"40 years"	"40"	6623	3856888	171.7
	"2014"	"2014"	"41 years"	"41"	7553	3917413	192.8
	"2014"	"2014"	"42 years"	"42"	8244	4095929	201.3
	"2014"	"2014"	"43 years"	"43"	9234	4332491	213.1
	"2014"	"2014"	"44 years"	"44"	10017	4388762	228.2
	"2014"	"2014"	"45 years"	"45"	10556	4161450	253.7
	"2014"	"2014"	"46 years"	"46"	11364	4076237	278.8
	"2014"	"2014"	"47 years"	"47"	12554	4082150	307.5
	"2014"	"2014"	"48 years"	"48"	14231	4158996	342.2
	"2014"	"2014"	"49 years"	"49"	16311	4409209	369.9
	"2014"	"2014"	"50 years"	"50"	18270	4491431	406.8
	"2014"	"2014"	"51 years"	"51"	20421	4488666	454.9
	"2014"	"2014"	"52 years"	"52"	21956	4480175	490.1
	"2014"	"2014"	"53 years"	"53"	24346	4535748	536.8
	"2014"	"2014"	"54 years"	"54"	25908	4574789	566.3
	"2014"	"2014"	"55 years"	"55"	28051	4421625	634.4
	"2014"	"2014"	"56 years"	"56"	29933	4395471	681.0
	"2014"	"2014"	"57 years"	"57"	31901	4347179	733.8
	"2014"	"2014"	"58 years"	"58"	32920	4191757	785.4
	"2014"	"2014"	"59 years"	"59"	34365	4155417	827.0
	"2014"	"2014"	"60 years"	"60"	35873	3985367	900.1
	"2014"	"2014"	"61 years"	"61"	37408	3834428	975.6
	"2014"	"2014"	"62 years"	"62"	38416	3685822	1042.3
	"2014"	"2014"	"63 years"	"63"	39584	3572379	1108.1
	"2014"	"2014"	"64 years"	"64"	40357	3488136	1157.0
	"2014"	"2014"	"65 years"	"65"	42483	3384449	1255.2
	"2014"	"2014"	"66 years"	"66"	45515	3347776	1359.6
	"2014"	"2014"	"67 years"	"67"	49563	3485502	1422.0
	"2014"	"2014"	"68 years"	"68"	41939	2572527	1630.3
	"2014"	"2014"	"69 years"	"69"	43334	2535012	1709.4
	"2014"	"2014"	"70 years"	"70"	47141	2466485	1911.3
	"2014"	"2014"	"71 years"	"71"	51823	2519748	2056.7
	"2014"	"2014"	"72 years"	"72"	49968	2194234	2277.2
	"2014"	"2014"	"73 years"	"73"	49514	2002191	2473.0
	"2014"	"2014"	"74 years"	"74"	50261	1890366	2658.8
	"2014"	"2014"	"75 years"	"75"	52656	1774697	2967.0
	"2014"	"2014"	"76 years"	"76"	54585	1694648	3221.0
	"2014"	"2014"	"77 years"	"77"	55707	1557239	3577.3
	"2014"	"2014"	"78 years"	"78"	58174	1481505	3926.7
	"2014"	"2014"	"79 years"	"79"	60950	1414235	4309.8
	"2014"	"2014"	"80 years"	"80"	61601	1264072	4873.2
	"2014"	"2014"	"81 years"	"81"	65248	1216009	5365.7
	"2014"	"2014"	"82 years"	"82"	68593	1153634	5945.8
	"2014"	"2014"	"83 years"	"83"	71613	1090465	6567.2
	"2014"	"2014"	"84 years"	"84"	75377	1036186	7274.5
	"2014"	"2014"	"85 years"	"85"	75170	Not Applicable	Not Applicable
	"2014"	"2014"	"86 years"	"86"	77478	Not Applicable	Not Applicable
	"2014"	"2014"	"87 years"	"87"	78051	Not Applicable	Not Applicable
	"2014"	"2014"	"88 years"	"88"	76060	Not Applicable	Not Applicable
	"2014"	"2014"	"89 years"	"89"	74780	Not Applicable	Not Applicable
	"2014"	"2014"	"90 years"	"90"	71973	Not Applicable	Not Applicable
	"2014"	"2014"	"91 years"	"91"	66551	Not Applicable	Not Applicable
	"2014"	"2014"	"92 years"	"92"	61854	Not Applicable	Not Applicable
	"2014"	"2014"	"93 years"	"93"	54506	Not Applicable	Not Applicable
	"2014"	"2014"	"94 years"	"94"	45482	Not Applicable	Not Applicable
	"2014"	"2014"	"95 years"	"95"	35490	Not Applicable	Not Applicable
	"2014"	"2014"	"96 years"	"96"	30013	Not Applicable	Not Applicable
	"2014"	"2014"	"97 years"	"97"	22852	Not Applicable	Not Applicable
	"2014"	"2014"	"98 years"	"98"	17388	Not Applicable	Not Applicable
	"2014"	"2014"	"99 years"	"99"	12664	Not Applicable	Not Applicable
	"2014"	"2014"	"100+ years"	"100"	25914	Not Applicable	Not Applicable
	"2014"	"2014"	"Not Stated"	"NS"	163	Not Applicable	Not Applicable
	"2015"	"2015"	"< 1 year"	"0"	23455	3978038	589.6
	"2015"	"2015"	"1 year"	"1"	1591	3968564	40.1
	"2015"	"2015"	"2 years"	"2"	1007	3966583	25.4
	"2015"	"2015"	"3 years"	"3"	778	3974061	19.6
	"2015"	"2015"	"4 years"	"4"	589	4020035	14.7
	"2015"	"2015"	"5 years"	"5"	543	4018158	13.5
	"2015"	"2015"	"6 years"	"6"	516	4019207	12.8
	"2015"	"2015"	"7 years"	"7"	448	4148360	10.8
	"2015"	"2015"	"8 years"	"8"	464	4167887	11.1
	"2015"	"2015"	"9 years"	"9"	431	4133564	10.4
	"2015"	"2015"	"10 years"	"10"	441	4121289	10.7
	"2015"	"2015"	"11 years"	"11"	464	4130328	11.2
	"2015"	"2015"	"12 years"	"12"	518	4101021	12.6
	"2015"	"2015"	"13 years"	"13"	685	4084306	16.8
	"2015"	"2015"	"14 years"	"14"	901	4185386	21.5
	"2015"	"2015"	"15 years"	"15"	1091	4249742	25.7
	"2015"	"2015"	"16 years"	"16"	1474	4184296	35.2
	"2015"	"2015"	"17 years"	"17"	1978	4194286	47.2
	"2015"	"2015"	"18 years"	"18"	2584	4217995	61.3
	"2015"	"2015"	"19 years"	"19"	3059	4262584	71.8
	"2015"	"2015"	"20 years"	"20"	3366	4363440	77.1
	"2015"	"2015"	"21 years"	"21"	3844	4456790	86.3
	"2015"	"2015"	"22 years"	"22"	4155	4529472	91.7
	"2015"	"2015"	"23 years"	"23"	4339	4652266	93.3
	"2015"	"2015"	"24 years"	"24"	4604	4737345	97.2
	"2015"	"2015"	"25 years"	"25"	4756	4729564	100.6
	"2015"	"2015"	"26 years"	"26"	4556	4544416	100.3
	"2015"	"2015"	"27 years"	"27"	4739	4439766	106.7
	"2015"	"2015"	"28 years"	"28"	4750	4364669	108.8
	"2015"	"2015"	"29 years"	"29"	5097	4383139	116.3
	"2015"	"2015"	"30 years"	"30"	5107	4417209	115.6
	"2015"	"2015"	"31 years"	"31"	5216	4278233	121.9
	"2015"	"2015"	"32 years"	"32"	5586	4343614	128.6
	"2015"	"2015"	"33 years"	"33"	5758	4341754	132.6
	"2015"	"2015"	"34 years"	"34"	5952	4294838	138.6
	"2015"	"2015"	"35 years"	"35"	6090	4379404	139.1
	"2015"	"2015"	"36 years"	"36"	6192	4108775	150.7
	"2015"	"2015"	"37 years"	"37"	6221	4028403	154.4
	"2015"	"2015"	"38 years"	"38"	6445	3987141	161.6
	"2015"	"2015"	"39 years"	"39"	6469	3870862	167.1
	"2015"	"2015"	"40 years"	"40"	6884	3989839	172.5
	"2015"	"2015"	"41 years"	"41"	7380	3865228	190.9
	"2015"	"2015"	"42 years"	"42"	8115	3924258	206.8
	"2015"	"2015"	"43 years"	"43"	8889	4100708	216.8
	"2015"	"2015"	"44 years"	"44"	10403	4335165	240.0
	"2015"	"2015"	"45 years"	"45"	11021	4389345	251.1
	"2015"	"2015"	"46 years"	"46"	11790	4160573	283.4
	"2015"	"2015"	"47 years"	"47"	12298	4073685	301.9
	"2015"	"2015"	"48 years"	"48"	13736	4077689	336.9
	"2015"	"2015"	"49 years"	"49"	15532	4152552	374.0
